condition_label,medical_abstract
5,"Partial gastric corpectomy results in hypergastrinemia and development of gastric enterochromaffinlike-cell carcinoids in the rat. Studies in the rat have shown that partial gastric corpectomy, in which about 75% of the acid-producing oxyntic mucosa was removed, leads to markedly reduced acid secretion and a feedback increase in the plasma gastrin levels. Ten weeks after operation, the gastric enterochromaffin (ECL)-like cell density in the remaining part of the oxyntic mucosa had increased significantly. In the present study, the effects on the gastric ECL cells of lifelong persistent hypergastrinemia induced by partial (75%) corpectomy have been investigated. Seventy-five partially corpectomized rats and 40 control rats were investigated for plasma gastrin and oxyntic mucosal changes in a 124-week study. The partially corpectomized rats showed increased plasma gastrin levels after the operation; the mean increase compared with the controls was almost 10-fold during the entire study. The remaining oxyntic mucosa of the partially corpectomized rats differed from that of control rats in two respects, showing first general hypertrophy and second a marked hyperplasia of argyrophil ECL cells. The degree and incidence of these changes increased towards the end of the study, i.e., in the aging rats. An age-related increase in ECL-cell density occurred spontaneously also in the control rats but to a lesser extent than in the partially corpectomized group. ECL-cell carcinoids were found in the oxyntic mucosa of 26 of the 75 partially corpectomized rats. The first carcinoid was found 78 weeks after the beginning of the study. Six rats with carcinoids (23%) were found before week 104 (2 years) and the remainder, 20 (77%), were discovered later. No carcinoid tumor was found in the control rats. It is concluded that lifelong hypergastrinemia induced by partial corpectomy leads to the development of ECL-cell carcinoids in the oxyntic mucosa of some rats towards the end of their life span. This observation strongly supports the hypothesis that the gastric ECL-cell carcinoids found in rats treated with antisecretory drugs are caused by long-standing hypergastrinemia developing secondary to inhibition of gastric acid secretion. "
4,"Ten-year follow-up of quality of life in patients randomized to receive medical therapy or coronary artery bypass graft surgery. The Coronary Artery Surgery Study (CASS) Quality of life indexes were assessed in 780 patients 10 years after randomization to medical therapy (n = 390) or coronary artery bypass graft surgery (n = 390) in the Coronary Artery Surgery Study. At 10 years, mortality was 21.8% in the medical group and 19.2% in the surgical group (p = NS), and 144 (37%) of the medical group had undergone surgery because of increasing chest pain. At study entry, 22% of medical and surgical patients were angina free; at 1 and 5 years after entry, the frequency of asymptomatic patients was 66% and 63% in the surgical group and 30% and 38% in the medical group. However, by 10 years after entry, the proportion of patients free of angina had fallen to 47% in the surgical group and to 42% in the medical group. Activity limitation and use of beta-blockers and long-acting nitrates were less in the surgical than the medical group at 1 and 5 years after entry but little different from the medical group at 10 years after entry. Throughout follow-up, recreational status, employment status, frequency of heart failure, use of other medications, and hospitalization frequency were similar between the two groups. Thus, indexes of quality of life such as angina relief, increased activity, and reduction in use of antianginal medications initially appear superior in patients with stable manifestations of ischemic heart disease assigned to surgery, but by 10 years after entry, these advantages are much less apparent. Although the observed similarities of the medically and surgically assigned groups at 10 years reflect return of symptoms in the surgical group to some extent, a more important explanation is the performance of late surgery in a large proportion of the medically assigned patients, rendering them asymptomatic. "
5,"Ventriculoperitoneal shunt malfunction during pregnancy. Many women with cerebrospinal fluid shunts are now reaching reproductive age. Shunt malfunction may occur during pregnancy, and management requires a well-planned, combined neurosurgical and obstetrical approach. We present a case of ventriculoperitoneal shunt obstruction manifesting during the third trimester managed successfully in a conservative fashion. The literature on ventriculoperitoneal shunt malfunction during pregnancy is reviewed. "
3,"Cells secreting antibodies to myelin basic protein in cerebrospinal fluid of patients with Lyme neuroborreliosis. An autoimmune response to myelin basic protein (MBP) has been proposed to participate in the development of the chronic neurologic manifestations that may accompany Borrelia burgdorferi-induced Lyme disease. Using an immunospot assay, we counted cells secreting antibodies to MBP. Anti-MBP IgG antibody-secreting cells were detected in CSF from eight of 13 consecutive patients with Lyme neuroborreliosis irrespective of stage of disease. The numbers were between 1/370 and 1/5,000 CSF cells (mean, 1/1,250 in the 13 patients). The highest numbers were encountered in two patients with severe signs of CNS involvement. The numbers decreased in parallel with clinical improvement after treatment. Anti-MBP IgG antibody-secreting cells were also observed in the CSF from patients with a variety of other inflammatory diseases of the nervous system, and their role in the development of tissue damage remains unsettled. Anti-MBP IgG antibody-secreting cells were not detected in the patients' blood, reflecting accumulation of this autoantibody response to CSF. "
5,"Measurement of progressive cerebral ventriculomegaly in infants after grades III and IV intraventricular hemorrhages. To develop guidelines that might help predict prospectively which infants with severe intraventricular hemorrhage (IVH) would require intervention, we obtained serial cranial sonograms to measure the rate of growth of cerebral ventricular volumes in 48 preterm infants with and without IVH. The infants were divided into three groups: (1) those with no IVH (22 infants), (2) those with IVH with acute ventricular dilation (13 infants), and (3) those with IVH with progressive ventricular dilation requiring intervention (13 infants). The decision to intervene because of progressive ventricular dilation was based on clinical criteria and the subjective assessment of increasing ventricular size on weekly cranial sonograms. The rate of cerebral ventricular volume growth in infants with IVH who needed intervention was greater (4.2 +/- 3.3 ml/day) than that in infants without IVH (0.0 +/- 0.1 ml/day; p less than 0.001) and in infants with IVH and acute ventricular dilation (0.0 +/- 0.2 ml/day; p less than 0.001). Using these data, we generated guidelines for predicting prospectively which infants with IVH and ventricular dilation will need intervention for posthemorrhagic hydrocephalus. The guidelines were then confirmed prospectively in 10 infants. "
4,"Coronary angioplasty of diffuse coronary artery disease. From January 1983 through December 1987, 98 patients underwent angioplasty of at least one diffusely diseased coronary artery. Diffuse coronary disease was described as: group I, narrowing greater than or equal to 50% that involved the entire vessel (40 patients), group II, long lesions greater than or equal to 2 cm in length (39 patients), group III, three or more lesions in the same vessel (19 patients). There were 65 men and 33 women, with a mean age of 60 years; 64 patients (65%) had unstable angina, 23 patients (23%) were diabetic, 31 (32%) had prior myocardial infarctions, and 12 had prior bypass surgery. Multivessel disease was present in 89% of patients. Angioplasty of only the diffusely diseased vessel was performed in 41 patients, and additional vessels were dilated in 57 patients. Overall, of 396 lesions (four per patient) and 197 vessels (two per patient) attempted, success was achieved in 382 lesions (96%) and 187 vessels (95%); angiographic success was achieved in 112 of 120 diffusely diseased vessels (93%). Clinical success was achieved in 91 patients (93%). The overall complication rate (death, myocardial infarction, urgent bypass surgery) was 8% (8 of 98): six patients (6%) had myocardial infarction (one Q wave, five non-Q wave), one patient (1%) had urgent bypass surgery, and two patients (2%) died (one during bypass surgery). The majority of complications (7 of 8 or 87%), including the two deaths, occurred in group I patients, with a 17.5% rate, versus 2.5% in group II and 0% in group III, p less than 0.002. "
4,"Reperfusion adjunctive therapy. The beneficial effects of coronary thrombolytic therapy may be enhanced by certain adjunctive therapies. Some of these are of proven value, some appear to offer no benefit in spite of theoretical advantages, and some remain to be evaluated in clinical trials. Acetylsalicylic acid markedly enhances the mortality reduction of thrombolytic therapy and should be used routinely. There is a strong theoretical rationale for the use of heparin, but evidence for its benefit exists primarily in small angiographic trials, and convincing clinical benefit has not yet been demonstrated. Early intravenous beta-blockers were shown in the prethrombolysis era to confer modest benefit, but extensive data on their adjuvant use with thrombolysis are available from only one trial. Intravenous nitrates were demonstrated to reduce mortality in the prethrombolysis era, and are soon to be evaluated in trials employing thrombolytic therapy. The calcium channel blockers, in spite of a variety of theoretical benefits, have proved to be of no value acutely, and in the subacute setting, only diltiazem appears to confer benefit in the subgroup of patients with non-O-wave infarction. Angiotensin-converting enzyme inhibitors are likely to be of value in survivors of acute myocardial infarction with left ventricular dysfunction, and benefits observed with acute use in experimental infarction are now being evaluated in clinical trials. "
3,"National General Practice Study of Epilepsy: newly diagnosed epileptic seizures in a general population. The National General Practice Study of Epilepsy is a prospective population-based cohort study of 1195 patients with newly diagnosed or suspected epileptic seizures. At the time of initial classification (6 months after notification), 104 patients were excluded. Of the remaining 1091 patients, 220 (20% [95% confidence interval 18-23%]) had febrile seizures, 564 (52% [49-55%]) definite epileptic seizures, and 228 (21% [19-23%]) possible epilepsy. In the definite epilepsy group the proportions of males and females were similar, 25% (21-28%) were younger than 15 years and 24% (21-28%) were 60 years or older. The definite seizures were classified as cryptogenic in 62% (58-66%), remote symptomatic in 21% (18-25%), and acute symptomatic in 15% (12-18%). The aetiology of epilepsy was vascular disease in 15% (12-18%) and tumour in 6% (4-8%). Among older subjects the proportion with an identifiable cause was much higher: 49% (41-58%) were due to vascular disease and 11% (6-16%) to tumour. Only 252 (45% [41-49%]) of the 564 patients with definite epileptic seizures were registered at the time of their first seizure. 52% (48-56%) of the patients had partial or secondarily generalised seizures, and only 39% (35-43%) seizures generalised from the outset. "
3,Severe lidocaine intoxication by cutaneous absorption. A severe lidocaine intoxication by cutaneous absorption is described. Data are presented to show a significant absorption of lidocaine through diseased skin when lidocaine cream is used as a local anesthetic. Awareness of this route of intoxication might be important in patients in whom neurologic or psychiatric symptoms develop while large amounts of lidocaine cream are being used. 
5,"Dissection of the aorta and dissecting aortic aneurysms. Improving early and long-term surgical results. We report the improving surgical results in a consecutive series of 690 patients referred to one of us (E.S.C.) for aortic dissection between December 1956 and September 1989, a substantial portion of whom had dissection as a complication of either previous aortic (n = 113, 16) or previous cardiac (n = 54, 8%) operation. Our initial operation of choice in patients requiring multiple operations in this group of 690 patients was based on the most life-threatening or symptomatic aortic segment involved, which was ascending aorta and/or aortic arch (Asc/Arch) in 301 (44%) patients, descending thoracic aorta (Desc) in 195 (28%) patients, and thoracoabdominal aorta (TaA) in 194 (28%) patients. As detailed below, considerable improvement occurred in the 30-day survival rates over time, particularly for acute dissection: [table; see text] The independent determinants of both early and long-term mortality were identified. Independent determinants of late fatal rupture, reoperation, and neuromuscular dysfunction for distal dissectors were also identified. In our experience, continued aggressive surgical intervention for aortic dissection with modern operative techniques has resulted in markedly improved 30-day operative survival (approaching 95% including those patients with acute dissection) and significant improvement in late results. "
1,"Introducing the 'walk-up' flap. Reconstructive oral and maxillofacial surgeons often find the need for additional soft tissue even when a myocutaneous flap has been previously placed. This article introduces the principles, technique, and results of 32 ""walk-up"" muscle flaps derived from existing myocutaneous flaps. The anastomotic vascular ingrowth at the original myocutaneous flap's distal end permits its proximal detachment and axial vessel ligation to rotate the proximal two thirds to a tissue-deficient site. In our experience at the University of Miami, these flaps have been predictable (97% viable transfer rate), have provided vascular soft tissue in deficient areas, and have been skin grafted at their surface to increase oral lining or skin cover, among several other uses. "
5,"Mechanisms controlling growth of hepatocytes in primary culture. Mature hepatocytes in primary culture express most of the functions and hormonal responsiveness seen in normal liver studied in vivo. The growth of hepatocytes in culture is regulated by various growth factors. We have identified a hepatocyte growth factor that is isolated from rat platelets. We found that rat platelets also contain a growth inhibitor, transforming growth factor-beta which is secreted as a latent molecule. Its latency is due to its binding with a masking protein. Growth of hepatocytes is also suppressed by interleukin-1 (IL-1) and IL-6. Moreover, the growth and functions of liver cells in culture are regulated reciprocally by cell density: at higher cell density liver-specific functions are expressed and growth is suppressed, whereas the opposite situation is observed at lower cell density. In contrast, neonatal hepatocytes in culture grow autonomously without a requirement for added hormones. This autonomous growth is due to an autocrine mechanism in which the cells secrete one or more growth factors into the culture medium. However, this autonomous growth ceases one week after birth at a time when the cells begin to express differentiated characteristics. Based upon these data, the mechanisms of liver regeneration, differentiation, and hepatocarcinogenesis are discussed. "
3,"The management of the painful first metatarsophalangeal joint in the older patient. Arthrodesis or Keller's arthroplasty? We report a prospective randomised trial comparing Keller's arthroplasty and arthrodesis of the first metatarsophalangeal joint for the management of symptomatic hallux valgus and hallux rigidus in the older patient. In 81 patients (110 feet), with a minimum of two years follow-up, both procedures gave a similar degree of patient satisfaction and symptom relief. The incidence of metatarsalgia was also similar. As there were no obvious advantages to arthrodesis, and since six out of 50 arthrodesed toes required revision, we suggest that Keller's arthroplasty is the better operation in these patients. "
3,"Noninvasive cerebral optical spectroscopy for monitoring cerebral oxygen delivery and hemodynamics. OBJECTIVE: To present an algorithm for noninvasive measurement of cerebral oxygen saturation (cerebral oximetry) and cerebral hemodynamics with near infrared spectroscopy. DESIGN: In vitro correlation of oximetry measurements with reference measurements; illustrative cases of hemodynamic and oximetric recordings. SETTING: Tertiary care neuroscience ICU. PATIENTS: Brain-injured patients with a prolonged, decreased level of consciousness chosen as illustrative examples. INTERVENTIONS: Two-channel multiple wavelength diffuse infrared transmission spectroscopy was interfaced with the scalp using adhesive. Transmission data were collected with gross superficial-to-deep spatial resolution. Saturation calculation based on the deep signal was observed longitudinally in the patient. With the same technology, arterial input and cerebral response functions, generated by iv tracer bolus, were deconvoluted to measure mean cerebral transit time. MEASUREMENTS AND MAIN RESULTS: A positive linear regression fit between diffuse transmission oximetry and measured blood oxygen saturation over the range 23% to 99% (r2 = .98, p less than .001) was noted. CONCLUSIONS: The approach used overcomes previously identified difficulties with cerebral oximetry, and demonstrates excellent in vitro correlation. The technique can be performed clinically without difficulty. A simultaneous measure of mean cortical transit time is possible. "
5,"Alcohol consumption--a risk factor for hemorrhagic and non-hemorrhagic stroke. PURPOSE: The risks of alcohol consumption and its association with stroke were studied in 621 patients with stroke and 573 control subjects using case-control methods. PATIENTS AND METHODS: Patients with stroke were subdivided into 193 with subarachnoid hemorrhage, 91 with intracerebral hemorrhage, and 337 with cerebral infarction. Data on recent alcohol consumption were obtained by questionnaire in patients with stroke and compared with data from an occupational screening survey in control subjects. RESULTS: Relative risks, adjusted for confounding variables, exhibited J-shaped associations with increasing levels of alcohol consumption classified into four categories--abstainer, 1 to 90 g, 100 to 390 g, and greater than or equal to 400 g weekly). The individual risks were 1, 0.7, 0.5, and 1.3 for subarachnoid hemorrhage; 1.0, 0.6, 0.5., and 2.5 for intracerebral hemorrhage, and 1.0, 0.6, 0.7, and 2.4 for cerebral infarction for men and women combined. CONCLUSIONS: The results suggest that low levels of alcohol consumption may have some protective effect upon the cerebral vasculature, whereas heavy consumption predisposes to both hemorrhagic and non-hemorrhagic stroke. "
5,Diffuse alveolar haemorrhage associated with progressive systemic sclerosis. A 41 year old man with an eight year history of progressive systemic sclerosis developed severe diffuse alveolar haemorrhage and died. The importance of diffuse alveolar haemorrhage as a rare but potentially serious complication of connective tissue disease should not be overlooked. 
1,"Elevated serum levels of soluble interleukin-2 receptors in small cell lung carcinoma. The presence of the soluble form of the interleukin-2 receptors (sIL-2R) was evaluated in the serum of 21 patients with small cell lung carcinoma (SCLC) and 37 patients with non-small cell lung carcinoma (non-SCLC) by means of an enzyme-linked immunosorbent assay. The sIL-2R level was measured serially in patients with SCLC both during and after therapy. The mean serum level of sIL-2R in patients with SCLC was 3.8 times higher than that of 47 healthy controls and was 1.9 times higher than in 37 patients with non-SCLC. Six patients with SCLC had very high levels of sIL-2R, ranging from five to 52 times the mean level observed in normal controls. Tumor cells in the pleural fluid of the patient with highest levels were positive with monoclonal antibodies to IL-2R (CD25), NKH-1, OKDR, and OKT9. A longitudinal study in this patient showed a good correlation between tumor activity and sIL-2R levels. Also, the sIL-2R levels decreased in patients responding to therapy. These results suggest that some SCLCs secrete sIL-2R and that the serial measurements of the serum sIL-2R levels can be used as a noninvasive tumor marker in this disease. "
5,"Acute osteomyelitis in children. Reassessment of etiologic agents and their clinical characteristics. One hundred thirty-five children with acute osteomyelitis were identified by chart review during a 7-year period, January 1, 1980, through December 31, 1986. Bacteriologic causes were detected in 75 (55%) of the patients. Staphylococcus aureus, Haemophilus influenzae type b, and Pseudomonas aeruginosa were identified in 34 (25%), 16 (12%), and eight (6%) children, respectively. Staphylococcus aureus occurred in all age groups, H influenzae type b occurred only in children younger than 3 years and was the number one cause of disease in this group. Pseudomonas aeruginosa occurred exclusively in children older than 9 years. Children with H influenzae type b had clinical and laboratory findings that were almost indistinguishable from a matched group of children with osteomyelitis due to other known bacteria, although children with H influenzae type b tended to have more joint effusions (63% vs 27%), less lower extremity disease (22% vs 70%), and fewer positive cultures from bone or joint aspirates (41% vs 89%). Unlike most pediatric cases of osteomyelitis, the ones due to P aeruginosa did not represent the hematogenous route of infection; penetrating injury to the foot was present in every case. Children with P aeruginosa infections were older than 9 years (100%), predominantly male (88%), often afebrile (83%), and never bacteremic. These data provide guidelines for the initial work-up and management of osteomyelitis in children. "
1,Haemangiosarcoma of the maxillary antrum. Angiosarcomas are extremely rare in the head and neck and the histological diagnosis is often difficult. We present a case of a haemangiosarcoma of the maxillary antrum in a 33 year old male. The histological diagnosis and subsequent management are discussed. 
1,"Activation of erythropoietin receptors by Friend viral gp55 and by erythropoietin and down-modulation by the murine Fv-2r resistance gene. The leukemogenic membrane glycoprotein (gp55) encoded by Friend spleen focus-forming virus appears to bind to erythropoietin receptors (EpoR) sto stimulate erythroblastosis [Li, J.-P., D'Andrea, A.D., Lodish, H.F. & Baltimore, D. (1990) Nature (London) 343, 762-764]. To directly compare the effects of gp55 with erythropoietin (Epo), we produced retrovirions that encode either gp55, Epo, or EpoR. After infection with EpoR virus, interleukin 3-dependent DA-3 cells bound 125I-labeled Epo and grew without interleukin 3 in the presence of Epo. These latter cells, but not parental DA-3 cells, became factor-independent after superinfection either with Epo virus or with Friend spleen focus-forming virus. In addition, Epo virus caused a disease in mice that mimicked Friend erythroleukemia. Although Fv-2r homozygotes are susceptible to all other retroviral diseases, they are resistant to both Epo viral and Friend viral erythroleukemias. These results indicate that both gp55 and Epo stimulate EpoR and that the Fv-2 gene encodes a protein that controls response to these ligands. However, the Fv-2 protein is not EpoR because the corresponding genes map to opposite ends of mouse chromosome 9. These results have important implications for understanding signal transduction by EpoR and the role of host genetic variation in controlling susceptibility to an oncogenic protein. "
5,"Longitudinal histopathologic assessment of rejection after bladder-drained canine pancreas allograft transplantation. In preparation for assessment of percutaneous biopsies in our clinical pancreas transplant program, a working knowledge of the histopathologic changes after transplantation was obtained in a longitudinal open biopsy study of 16 dogs receiving bladder-drained whole pancreas allografts. Edema, extravasation of polymorphs, and lymphocytes associated with focal parenchymal injury were early, invariable, and probably nonspecific findings. The initial feature of unmodified rejection was the appearance of capillary and small vein endothelial changes with mainly perivascular inflammatory cell infiltration. Acinar cell loss occurred early and was progressive, whereas islets and ducts were relatively preserved, indicating that acinar tissue may be more vulnerable to lytic necrosis when damaged. Functional rejection, determined by fasting urinary amylase levels, was at a stage of extensive and irreversible necrosis. Functioning grafts in immunosuppressed dogs had minor and transient endothelial changes with absence of class II antigen staining of parenchymal cells. "
2,Hepatic portal venous gas identified by computed tomography in a patient with blunt abdominal trauma: a case report. An abdominal computed tomographic (CT) scan in a middle-aged man injured in a high-speed motor vehicle accident demonstrated the presence of portal venous gas. Findings on initial peritoneal lavage were entirely negative. Exploratory celiotomy performed because of increasing abdominal pain and leukocytosis revealed gangrene of the cecum. This report illustrates the importance of the finding of portal venous gas on CT scan in patients with blunt abdominal trauma. 
4,"Myocardial magnesium: relation to laboratory and clinical variables in patients undergoing cardiac surgery. Magnesium concentration was measured in the right atrial appendage of 100 patients undergoing cardiac surgery and associations with serum and mononuclear blood cell magnesium, other laboratory values and patient clinical variables were studied. In addition, magnesium was measured in the right atrial appendage and left ventricular free wall in 23 autopsy subjects to determine whether there was a proportional relation between right atrial appendage and left ventricular free wall magnesium. The mean left ventricular free wall/right atrial appendage magnesium ratio was 2.13 +/- 0.39 (r = 0.67, p = 0.0009). In the group with cardiac surgery, the right atrial appendage magnesium concentration correlated inversely with age (r = -0.54, p = 0.001). The mean right atrial appendage magnesium concentration (micrograms/g wet weight tissue) was lower in patients with postoperative cardiac arrhythmia than in those without arrhythmia (103 +/- 13 versus 111 +/- 10, p = 0.009) and in diabetic than in nondiabetic patients (103 +/- 13 versus 109 +/- 12, p = 0.02). The right atrial appendage magnesium concentration also tended to be lower in patients receiving potassium/magnesium-losing diuretics, although this difference did not achieve statistical significance (105 +/- 14 versus 109 +/- 11, p = 0.16). Right atrial appendage magnesium concentration correlated positively with serum creatinine concentration (r = 0.31, p = 0.002) and negatively with serum calcium concentration (r = -0.29, p = 0.013). Serum magnesium did not correlate with right atrial appendage or mononuclear blood cell magnesium concentration or clinical variables. There was a statistically significant correlation between mononuclear blood cell and right atrial appendage magnesium concentrations in some subgroups of patients. "
4,"Acute hemorrhagic edema of infancy (AHEI)--a variant of Henoch-Schonlein purpura or a distinct clinical entity? Acute hemorrhagic edema of infancy (AHEI) is an acute cutaneous leukocytoclastic vasculitis (LCV) of infants. The clinical picture has a violent onset with a short benign course followed by spontaneous complete recovery. We report 12 infants with AHEI who were studied clinically, serologically, and immunohistologically. Edema and palpable purpuric skin lesions were present in all infants who were in good general condition. Serologic studies were unremarkable. Light microscopic examination of the skin biopsy specimens revealed LCV as in Henoch-Schonlein purpura (HSP). Direct immunofluorescent study revealed depositions of various immunoreactants, including fibrinogen, C3, IgG, IgM, IgA, and IgE (100%, 100%, 22%, 78%, 33%, and 33%, respectively) in the wall and around the small vessels. Similar deposition of Clq was also present in three infants in whom Clq could be studied (100%). The clinical similarities and differences between AHEI and HSP have been discussed in the literature. AHEI is observed before 2 years of age and is confined to the skin. The skin lesions of HSP are more polymorphic. Although histopathologic findings are similar, the immunohistologic pattern found in our series of AHEI is rather different from the pattern of HSP. Taking all of these findings into account, we suggest that AHEI should be considered as a separate, clinicopathologic entity or a possible variant of HSP. The more descriptive term ""acute benign cutaneous LCV of infancy"" is offered for this clinicopathologic entity. "
4,"Persistent uptake of indium-111-antimyosin monoclonal antibody in patients with myocardial infarction. Indium-111(111In)-antimyosin scintigraphy was investigated in 27 patients with myocardial infarction. 111In-antimyosin Fab was administered intravenously, and planar and single photon emission computed tomographic images were obtained 48 hours later. Uptake of 111In-antimyosin was present in 9 of 10 patients (90%) studied within 6 days of infarction. During the second week positive scans were seen in 16 of 16 patients (100%) including 13 (81%) who had normal creatine kinase levels. The mechanism of persistent positive antimyosin images in the subacute stage of myocardial infarction remains to be clarified. 111In-antimyosin scintigraphy may be useful as a noninvasive method for the detection of myocardial injury late and early after a suspected acute myocardial infarction. "
5,"Stroke in pediatric acquired immunodeficiency syndrome. In a 4 1/2-year period, 4 of 68 children in a longitudinal study of neurological complications of human immunodeficiency virus (HIV) infection had clinical and/or neuroradiological evidence of stroke, yielding a clinical incidence of stroke in this population of 1.3% per year. During this period, 32 subjects died, and permission for autopsy was granted in 18 of the patients, including 3 of 4 who had clinical evidence of stroke. The prevalence of cerebrovascular pathological features in our consecutive autopsy series was higher than the clinical incidence. At autopsy cerebrovascular disease was documented in 6 (24%) of 25 children with HIV infection, including all 3 children who had clinical evidence of stroke. Four patients had intracerebral hemorrhages, 6 patients had nonhemorrhagic infarcts, and 3 had both. Hemorrhage was catastrophic in 1 child and clinically silent in 3 children, all of whom had immune thrombocytopenia. One child had an arteriopathy that affected meningocerebral arteries. In another child, the arteries of the circle of Willis were aneurysmally dilated. Two children had coexisting cardiomyopathy and subacute necrotizing encephalomyelopathy with vascular proliferation. These results suggest that stroke should be considered when children with HIV infection develop focal neurological signs. "
5,"Spontaneous rupture of a normal bladder. We have reported a case of spontaneous rupture of a normal urinary bladder. Patients with this rare condition characteristically have a recent history of heavy alcohol intake, sudden onset of abdominal pain coincidental with bloody urine, generalized peritonitis, and abnormal renal chemistry. A high index of suspicion will lead to early diagnosis and treatment, minimizing the mortality attributed to this condition. "
2,"Colon interposition for esophageal disease: histologic finding of colonic mucosa after a follow-up of 5 months to 15 years. Thirty-six patients, subjected to colon interposition for benign esophageal disease or carcinoma of the esophagus or gastric cardia, were studied by endoscopy for signs of mucosal disease in the interposed colon. Five months to 15 yr (mean 57 months) after the operation, endoscopic finding of the interposed colon was macroscopically normal in 28 patients. Signs of inflammation, including hyperemia or hyperemia and friability, were observed in seven patients. Histologic specimens obtained at endoscopy were examined microscopically, and the findings were compared with those seen in the preoperative graft. In two patients, chronic inflammatory changes were observed in the graft mucosa, consisting of mononuclear cell infiltration of the lamina propria accompanied by crypt dilatation and deformation. In one of these patients, the inflammation was in the proximal third of the graft, and it was also seen at the endoscopy. In the remaining 34 patients, the graft mucosa was microscopically comparable to normal. The alterations were unexpectedly few and mild considering the marked change in the location and function of the colonic segment. "
5,"Mechanical myocardial actuation during ventricular fibrillation improves tolerance to ischemia compared with cardiopulmonary bypass. Direct mechanical ventricular actuation (DMVA) is a unique non-blood-contacting biventricular assist device that provides circulatory support during ventricular fibrillation without demonstrating adverse effects on the myocardium. The purpose of this study was to assess the preservation of myocardial energy stores and myocardial responses to ischemia after circulatory support during ventricular fibrillation with direct mechanical ventricular actuation versus cardiopulmonary bypass. Twenty adult mongrel dogs were randomized to receive circulatory support with either cardiopulmonary bypass or direct mechanical ventricular actuation. After 4 hours of ventricular fibrillation, hearts were defibrillated and left ventricular transmural biopsies were obtained. Hearts were then excised and subjected to 90 minutes of normothermic total ischemia. Serial biopsies were obtained at 15-minute intervals to determine regional depletion of high energy phosphates. The time-to-peak ischemic contracture was recorded by using needle-tipped Millar catheters placed in the left ventricular endocardium, epicardium, septum, and right ventricle. Time-to-peak ischemic contracture of the endocardium (62.6 +/- 1.4 vs. 58.8 +/- 1.0 minutes, p less than 0.05) and septum (61.1 +/- 6.9 vs. 46.9 +/- 6.2 minutes, p less than 0.004) were significantly prolonged after direct mechanical ventricular actuation versus cardiopulmonary bypass, respectively. Similar trends were noted in the epicardium and right ventricular regions; however, these differences were not statistically significant. Left ventricular adenosine triphosphate (ATP) levels were better preserved after direct mechanical ventricular actuation (22 +/- 1.5 mumols/g dry wt) compared with cardiopulmonary bypass (17 +/- 1.9 mumols/g dry wt). The depletion of left ventricular endocardium ATP during normothermic ischemia was significantly delayed after direct mechanical ventricular actuation compared with cardiopulmonary bypass. "
1,"Effects of carotenoids in cellular and animal systems. It has been suggested that carotenoid pigments may function as chemopreventive agents for reducing the risk of cancer in humans. Part of this suggestion rests on epidemiological evidence, and part rests on work done in cellular and animal systems. In this article, the experimental evidence for carotenoid inhibition of mutagenicity, malignant transformation, tumor formation, and immunoenhancement is reviewed. Although a mechanism for these effects cannot yet be identified, it is clear that the overwhelming evidence in these systems would indicate that carotenoids exert an important influence in modulating the actions of carcinogens. "
1,"Evaluation of preoperative computed tomography in gastric malignancy. Ninety patients with gastric malignancy underwent computed tomography (CT) before surgery. The CT findings regarding neoplastic invasion of adjacent organs and metastasis or enlarged lymph nodes were compared with the findings at laparotomy (85 cases) or autopsy (5 cases), thus permitting evaluation of the diagnostic accuracy of CT and its usefulness for predicting resectability. When present, neoplastic invasion of adjacent organs was overestimated or underestimated by CT in 21 cases. Invasion of adjacent organs according to CT was false positive in 17 cases and false negative in 11 cases. When liver metastasis or enlarged regional or distant lymph nodes were present, CT overestimated or underestimated their extent in 17 cases, and the diagnosis was false positive in one case and false negative in 33 cases. The positive and negative predictive values of CT concerning resectability of the tumor were 81% and 64%, respectively. Routine preoperative CT in gastric malignancy is concluded to be of limited value and surgical exploration, when feasible, remains the method of choice. "
1,"Power drills to fenestrate exposed bone to stimulate wound healing. Power drills can be used to stimulate the formation of granulation tissue over exposed cortical bone. These tools allow for the rapid fenestration and selective abrasion of large areas of exposed bone; fenestration and abrasion create the multiple bleeding points essential for the production of granulation tissue. The granulation tissue thus produced is allowed to grow out through the holes to cover bone. This procedure can be performed in an outpatient setting, usually without the need for either local or general anesthesia; it is particularly useful for patients considered to be poor risks for general anesthesia. Healing by granulation tissue is a somewhat slow process, but it has a high success rate, causes few complications, and produces very good cosmetic results. Two cases illustrate the method of fenestration of exposed cranial bone to stimulate granulation tissue. Specific instructions describe the needed care of exposed bone. "
4,"Antihypertensive drugs and glucose metabolism: comparison between a diuretic, a beta-blocker and felodipine, a new calcium antagonist in subjects with arterial hypertension and diabetes. Felodipine, a new antihypertensive calcium antagonist, was compared with metoprolol, a beta-blocker, and hydrochlorothiazide, a diuretic, with respect to glucose tolerance in a randomized double-blind cross-over study consisting of 11 patients, of age range 50-70 years, who had developed diabetes during antihypertensive treatment. Each treatment period lasted for 10 weeks. The blood pressure was similar irrespective of treatment. Serum glucose levels during the oral glucose tolerance test were significantly lower when the patients were treated with felodipine than when they were taking hydrochlorothiazide. Serum insulin levels appeared to decrease at an earlier stage of the test when the patients were treated with felodipine, the calcium antagonist, than with the other two antihypertensive substances, which suggests that glucose tolerance is impaired to a lesser extent during treatment with the calcium antagonist. Glucose tolerance was never completely normalized with any of the drugs tested. "
